ingredient_a,ingredient_b,reason,notice_no,product_rows
ergotamine,itraconazole,"맥각독성(혈관경련, 말단 및 기타조직 허혈), Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20090300,74
carbamazepine,voriconazole,혈중농도가 저하되어 보리코나졸의 약물효과 감소,20070030,20
capecitabine,oteracil,"해당 약물 병용 시 gimeracil에 의해 fluoropyrimidine 계열 약물의 대사가 감소하여 항암제의 독성이 증가, gimeracil/oteracil/tegafur 투여 중 및 종료 후 7일 간 해당 성분 투여 금기",20200130,20
clarithromycin,tolvaptan sd powder,톨밥탄의 혈중농도 증가,20150021,354
ponatinib,rifampicin,Ponatinib의 노출 감소,20250086,16
elvitegravir,lamivudine,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,4
ciprofloxacin,ketoprofen,경련,20050017,315
sofosbuvir,telmisartan,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,142
azathioprine,febuxostat,아자치오프린의 혈중농도 증가,20150021,320
amantadine,mizolastine,QT 간격 연장,20110070,2
haloperidol,hydroxyzine,심부정맥 위험 증가 가능,20180088,48
escitalopram,pimozide,QT 간격 연장,20090300,96
clarithromycin,haloperidol,QT간격 연장 위험 증가,20190131,2124
haloperidol,pentamidine isethionate,QT간격 연장 위험 증가,20190131,12
haloperidol,levofloxacin,QT간격 연장 위험 증가,20190131,1584
escitalopram,haloperidol,QT간격 연장 위험 증가,20190131,1152
dronedarone,haloperidol,QT간격 연장 위험 증가,20190131,24
haloperidol,levodopa,Levodopa의 치료효과 감소,20190131,348
azithromycin,haloperidol,QT간격 연장 위험 증가,20190131,192
entacapone,haloperidol,Levodopa의 치료효과 감소,20190131,216
amiodarone,haloperidol,QT간격 연장 위험 증가,20190131,24
carbidopa,haloperidol,Levodopa의 치료효과 감소,20190131,252
cilastatin,valproate,간질 발작 재발,20090300,21
clarithromycin,tolvaptan,톨밥탄의 혈중농도 증가,20150021,708
itraconazole,tolvaptan,"Tolvaptan의 혈중농도 증가로 인한 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 권장하지 않음.",20150021,296
clarithromycin,dronedarone,Dronedarone 노출량 증가,20250046,354
itraconazole,mizolastine,"QT 연장 같은 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20190131,74
epinephrine,quetiapine,중증의 혈압강하를 일으킬 수 있음,20160155,680
diclofenac,methotrexate,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가,20250086,486
anagliptin,iohexol,기능적 신부전에 의해 유산 산성증 촉진,20200061,369
itraconazole,venetoclax,Venetoclax의 혈장 농도 및 종양용해증후군 위험 증가 가능,20240030,222
empagliflozin,ethyl esters of the iodised fatty acids of poppyseed oil,기능적 신부전에 의해 유산 산성증 촉진,20200061,672
ethyl esters of the iodised fatty acids of poppyseed oil,linagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,429
alogliptin,ethyl esters of the iodised fatty acids of poppyseed oil,기능적 신부전에 의해 유산 산성증 촉진,20200061,18
cyclosporine,dabigatran etexilate,다비가트란의 혈중농도가 상승하여 출혈위험 증가,20150021,30
ceritinib,diphenylhydantoin,Ceritinib의 혈장 농도 감소,20250086,3
clarithromycin,ribociclib,QT 간격 연장을 유발할 수 있음,20250086,177
domperidone,radotinib,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,34
cobicistat,esomeprazole,아타자나비르의 혈중농도 감소,20230045,297
diclofenac-β-dimethyl-aminoethanol,methotrexate,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가,20250086,378
dapagliflozin,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,640
iobitridol,linagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,1144
empagliflozin,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,1792
anagliptin,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,24
alogliptin,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,48
dapagliflozin bis,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,96
dapagliflozin citric acid,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,192
epinephrine,tulobuterol,부정맥 또는 심정지,20100246,276
amlodipine,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,112
posaconazole,simvastatin,근육병증의 위험 증가 가능,20170086,218
itraconazole,pimozide,"QT 연장, TdP을 동반할 가능성이 높은 심부정맥 같은 약물이상반응 발생 위험 증가, Itraconaozole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20040002,74
cilastatin,sodium valproate,간질 발작 재발,20090300,84
epinephrine,haloperidol,혈압강하효과,20040002,64
haloperidol,ziprasidone,QT간격 연장 위험 증가,20190131,48
epinephrine,olanzapine,중증의 혈압강하를 일으킬 수 있음,20140179,223
alitretinoin,doxycycline,양성 두개내압 상승(가성뇌종양) 보고,20250046,136
cyclosporine,tacrolimus,신독성 증가,20080056,450
alitretinoin,doxycycline hyclate,양성 두개내압 상승(가성뇌종양) 보고,20250046,34
itraconazole,vincristine,"신경정신계 이상반응 증가, 항암제 관련 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 권장하지 않음",20230083,222
ketorolac tromethamine,zaltoprofen,"상가적인 위장관 궤양, 출혈의 위험",20080056,130
amlodipine,pibrentasvir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,65
cobicistat,rabeprazole,아타자나비르의 혈중농도 감소,20230045,233
iodixanol,pioglitazone,기능적 신부전에 의해 유산 산성증 촉진,20200061,204
darunavir ethanolate,ezetimibe,근증/횡문근변성의 위험성이 증가,20110110,165
elvitegravir,simvastatin,"Simvastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",20190131,109
chlorpromazine,domperidone,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,68
ezetimibe,tenofovir alafenamide,횡문근융해를 포함한 근육병증 위험 가능,20230083,55
itraconazole,methylergonovine,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20070030,74
ioversol,vildagliptin,기능성 신부전에 의한 유산산성증 촉진,20110188,270
amisulpride,domperidone,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,170
emtricitabine,ezetimibe,횡문근융해를 포함한 근육병증 위험 가능,20230083,55
domperidone,pimozide,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,17
cobicistat,rivaroxaban,리바록사반의 혈중농도가 상승하여 출혈위험 증가,20150021,147
selegiline,sertraline,"세로토닌성 증후군 (고열, 간대성근경련, 정신상태 변화등)",20040002,21
fluoxetine,selegiline,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20040002,105
cyclobenzaprine,selegiline,"고혈압, 저혈압, 발한을 동반한 심각한 중추신경계 이상반응(현기, 진전, 발작등)",20080056,2
selegiline,tramadol,"중추 흥분, 설사, 빈맥, 땀, 진전, 혼동, 혼수상태, 사망을 유발할 수 있는 세로토닌 증후군 보고",20080056,33
ephedrine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,3
ciprofloxacin,dexketoprofen trometamol,경련 발생,20110070,105
itraconazole,ivabradine,"Ivabradine의 혈중농도 증가, 심방세동, 서맥, 심방정지 및 심장 차단 같은 Ivabradine 관련 약물이상반응 발생 위험이 증가함. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20150021,148
clarithromycin,ivabradine,이바브라딘의 혈중농도 증가,20150021,354
buprenorphine,morphine,"진통효과 감소, 금단증상 위험",20050017,72
cobicistat,simvastatin,"Simvastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",20190131,327
rasagiline,selegiline,"고혈압위기, 세로토닌증후군 발생 위험 증가",20150021,27
cobicistat,ezetimibe,횡문근융해를 포함한 근육병증 위험 가능,20230083,165
ethambutol,ixazomib,Ixazomib의 효과 감소,20250086,3
carbamazepine,ixazomib,Ixazomib의 효과 감소,20250086,30
brigatinib,sirolimus,Brigatinib에 의해 Sirolimus의 유효성이 감소될 수 있음,20250086,18
brigatinib,cyclosporine,Brigatinib에 의해 Cyclosporine의 유효성이 감소될 수 있음,20250086,45
brigatinib,pyrazinamide,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,3
brigatinib,tacrolimus,Brigatinib에 의해 Tacrolimus의 유효성이 감소될 수 있음,20250086,90
amiodarone,hydroxychloroquine,"심실성 부정맥, 서맥, 심장 전도장애를 포함한 심장 부정맥 위험성 증가",20210106,26
rivaroxaban,tenofovir alafenamide,리바록사반의 혈중농도가 상승하여 출혈위험 증가,20150021,146
emtricitabine,rivaroxaban,리바록사반의 혈중농도가 상승하여 출혈위험 증가,20150021,146
enavogliflozin,iohexol,기능적 신부전에 의해 유산 산성증 촉진,20200061,381
dapagliflozin anhydrous lactose mixture,iodixanol,기능적 신부전에 의해 유산 산성증 촉진,20200061,180
clarithromycin,haloperidol decanoate,QT간격 연장 위험 증가,20190131,177
escitalopram,haloperidol decanoate,QT간격 연장 위험 증가,20190131,96
iomeprol,lobeglitazone,기능적 신부전에 의해 유산 산성증 촉진,20200061,130
atorvastatin,iomeprol,기능적 신부전에 의해 유산 산성증 촉진,20200061,117
anagliptin,iomeprol,기능적 신부전에 의해 유산 산성증 촉진,20200061,39
iomeprol,saxagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,26
cobicistat,pantoprazole,아타자나비르의 혈중농도 감소,20230045,43
pethidine,rasagiline,"고혈압위기, 세로토닌증후군 발생 위험 증가",20150021,162
anagliptin,iopamidol,기능적 신부전에 의해 유산 산성증 촉진,20200061,156
alogliptin,iopamidol,기능적 신부전에 의해 유산 산성증 촉진,20200061,312
atorvastatin strontium pentahydrate,glecaprevir,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,20200130,4
glecaprevir,simvastatin,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,20200130,109
cobicistat,fosphenytoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
alfuzosin,cobicistat,Alfuzosin 혈중농도 증가,20190131,18
atorvastatin,ioversol,기능적 신부전에 의해 유산 산성증 촉진,20200061,90
anagliptin,ioversol,기능적 신부전에 의해 유산 산성증 촉진,20200061,30
carbamazepine,irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,190
ezetimibe,ledipasvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,195
eliglustat,itraconazole,"PR, QTc 및/또는 QRS 심전도 간격 연장, 심부정맥 같은 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20240030,74
atazanavir,ezetimibe,횡문근융해를 포함한 근육병증 위험 가능,20230083,55
iopromide,rosuvastatin,기능적 신부전에 의해 유산 산성증 촉진,20200061,54
micronized riociguat,vericiguat,두 약제는 동일 계열임,20250086,15
elvitegravir,finerenone,Finerenone 혈중농도의 현저한 증가가 예상됨,20240030,2
linezolid,sertraline,세로토닌 증후군 위험 증가 가능성,20180088,147
almotriptan,naratriptan,"상가적인 혈관수축반응, 혈압상승",20100125,6
lurasidone,rifampicin,Lurasidone의 노출을 감소시킬 수 있음,20250046,30
candesartan cilexetil,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,45
amlodipine,ledipasvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,112
cyclobenzaprine,rasagiline,"고혈압위기, 세로토닌증후군 발생 위험 증가",20150021,54
atazanavir,sodium bicarbonate,아타자나비르의 혈중농도 감소,20230045,67
atorvastatin strontium pentahydrate,cyclosporine,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,20200061,60
fluticasone,itraconazole,"Fluticasone의 혈중농도 증가로 쿠싱증후군 및 부신억제와 같은 전신 코르티코스테로이드 효과 나타날 수 있음. Salmeterol의 혈중농도 증가로 QT연장, 심계항진 등 심혈관계 이상반응 위험 증가",20250046,444
divalproex,imipenem,간질 발작 재발,20090300,28
doripenem,valproate,발프론산의 혈중농도를 감소시켜 간질발작 재발의 위험 증가,20150021,3
epinephrine,risperidone,중증의 혈압강하를 일으킬 수 있음,20160155,245
dapagliflozin bis,iodixanol,기능적 신부전에 의해 유산 산성증 촉진,20200061,144
carbamazepine,ibrutinib,Ibrutinib의 혈중 농도 감소,20250086,10
imipenem,sodium valproate,간질 발작 재발,20090300,84
carbamazepine,dronedarone,Dronedarone 노출량 감소,20250046,20
ketorolac tromethamine,pentoxifylline,출혈 및 프로트롬빈시간 연장,20050017,20
furosemide,gentamicin,신독성 및 청각독성증강,20100278,8
diphenylhydantoin,palbociclib,팔보시클립의 혈장 농도 감소,20180088,27
amisulpride,pentamidine isethionate,심실성 부정맥(특히 torsades de pointes) 위험 증가,20080056,10
palbociclib,rifampicin,팔보시클립의 혈장 농도 감소,20180088,54
ritonavir,simvastatin,"횡문근융해증을 포함하는 근육병증의 잠재적인 가능성. 이 약의 투여 시작으로부터 최소 12시간 전, 투여 중 5일동안 및 투여완료 후 5일동안 Simvastatin 사용을 중단할 것",20250046,218
ritonavir,tacrolimus,"Tacrolimus의 혈중농도를 증가시키고 중대한 이상반응 초래할 수 있음. 병용투여할 경우, 면역억제제의 용량 조절 및 이상반응에 대한 면밀한 모니터링 권장됨",20250046,30
alitretinoin,isotretinoin,비타민A과다증,20250046,238
posaconazole,valsartan,"근육병증, 횡문근융해 위험 증가 가능",20230083,32
caffeine,voriconazole,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",20090300,2
cabotegravir sodium micronized,carbamazepine,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,10
